review_priority,priority_score,review_reason,related_exam_count,mapping_id,subject,grade_band,domain_code_2015,domain_code_2022,change_type,similarity,code_2015,text_2015,source_2015,page_2015,code_2022,text_2022,source_2022,page_2022,review_required
low,10,교과가중치 3; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 탐구; 자동 추정 대응,0,MAP-NEW-4도04-01,도덕,3-4,,04,new_or_unmatched,0.0,,,,,4도04-01,[4도04-01] 생명 경시 사례를 조사하고 문제 해결 방법을 탐구함으로써 생명의 소중함을 이해한다.,[별책6] 도덕과 교육과정.pdf,20,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-6미02-01,미술,5-6,,02,new_or_unmatched,0.0,,,,,6미02-01,[6미02-01] 다양한 방법으로 아이디어를 연결하여 확장된 표현 주제로 발전시킬 수 있다.,[별책13] 미술과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-6미02-02,미술,5-6,,02,new_or_unmatched,0.0,,,,,6미02-02,[6미02-02] 디지털 매체 등 다양한 표현 재료와 용구를 탐색하여 작품 제작에 활용할 수 있다 .,[별책13] 미술과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-6미02-03,미술,5-6,,02,new_or_unmatched,0.0,,,,,6미02-03,[6미02-03] 조형 요소의 어울림을 통해 조형 원리를 이해하고 주제 표현에 연결할 수 있다 .,[별책13] 미술과 교육과정.pdf,19,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-4사01-03-REMOVED,사회,3-4,01,,removed_or_unmatched,0.0,4사01-03,[4사01-03] 고 장 과 관련된 옛 이 야 기 를 통하여 고 장 의 역사적인 유 래 와 SYS 설 명 한 다,별책7_사회과 교육과정(제2015-74호).pdf,22,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-4사01-04-REMOVED,사회,3-4,01,,removed_or_unmatched,0.0,4사01-04,"[4사01-04] 고 장 에 전해 내 려 오는 대표적인 문 화 유 산 을 살 펴 보 고 고 장 에 대한 자 긍 심 을 기른다. oo] 단 원 은 etek Bel 분 eh 가지 등 을 © 사 0103 서는 고 내 는 빈다. ALA 이 아기 수 회 의 억 사적인 유 래 와 특 장 을 이 해 함 으로써 고 상 에 대한 진 빌 감을 가 지 도록 한다. * 에 서는 고 장 의 대 표 식인 유 - 부 의 분 화 산 과 관 린 된 자 료 들 bobo} 문 화 유 의 (다) 교 수 ㆍ 학습 방법 및 유의 사항 © 상 의 옛 이 야 기 와 관련된 동영상, 사진, 이 야 기 핵 능 을 수입 자 료 로 활 용 하거나 전문 자원 인 사 를 빙 하 여 강 인 을 들게 함으로써 TAL 억 사적인 유 래 와 특 징 을 이 해 하고, 고 장 에 대한 관 심을 안 내 한다. nl, 수사 하 스 을 위한 구 체 석인 방 법 (인터넷 Vy wh tall sey, 박물관 답 vole 1 자료 수집 방 법 을 참 고 하여 고 상 의 옛 이야기, 문 화 유산 능 의 자 료 를 조 사 하고. 조사한 내 용 들을 다양한 방 식 으로 정 하 고 발 표 하 노 록 할 수 인다 이때 SAVE AISLE + 고 SER) 정우 사전 하 슴 과 사우 하 슴 을 동해 고 상 의 다양한 이야기 16",별책7_사회과 교육과정(제2015-74호).pdf,22,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-4사02-06-REMOVED,사회,3-4,02,,removed_or_unmatched,0.0,4사02-06,"[4사02-06] 현 대 의 여러 가지 가족 형 태 를 조 사 하여 가 족 의 다양한 삶 의 모 습 을 존 중 하는 태 도 를 기른다. 2 Se (가) 학습 요소 남과 오 늘 날 의 가축 구성, 현 대 의 다양한 가족 형태, 가족 구성원 (나) 성 취 기준 해설 ce 은 옛 날 과 오 늘 날 의 혼인 풍 습 과 가족 aL 비 교 하고 가 의 모 습 과 가호 구 성 원 의 억 할 이 어떻게 변 화 하 였 는 자를 알 아 보 는 데 주 안 접을 눈 다. © 사 에 서는 옛 날 과 오 늘 날 의 혼인 풍 습 과 가족 형 태 (확대 가조, 핵 가 족 ) 를 비 교 하 고 이 를 바 탕 으로 하여 시 태 에 따라 가 족 의 모 습 과 가족 구 성 원 의 역 할 이 변 화 되었음을 파 악 하노 21",별책7_사회과 교육과정(제2015-74호).pdf,27,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-4사04-05-REMOVED,사회,3-4,04,,removed_or_unmatched,0.0,4사04-05,"[4사04-05] 사회 변 화 ( 저 출 산 ㆍ 고령화, 정보화, 세계화 등 ) 로 나타난 일 상 생 활 의 모 습 을 조 사 하고, 그 특 징 을 분 석 한다",별책7_사회과 교육과정(제2015-74호).pdf,37,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-4사03-02,사회,3-4,,03,new_or_unmatched,0.0,,,,,4사03-02,"[4사03-02] 우리 사회에 다양한 문화가 확산되면서 나타나는 긍정적 효과와 문제를 분석하고, 나와 다른 사람이나 집단의 문화를 존중하는 태도를 기른다. (가) 성취기준 해설 •",[별책7] 사회과 교육과정.pdf,27,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-4사07-01,사회,3-4,,07,new_or_unmatched,0.0,,,,,4사07-01,"[4사07-01] 자원의 희소성으로 인해 경제활동에서 선택의 문제가 발생함을 이해하고, 경제활동에서 합리적 선택의 방법을 탐색한다.",[별책7] 사회과 교육과정.pdf,31,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 건강; 자동 추정 대응,0,MAP-NEW-6실01-04,실과,5-6,,01,new_or_unmatched,0.0,,,,,6실01-04,[6실01-04] 균형 잡힌 식사의 중요성과 조건을 탐색하여 자신의 식습관을 검토해 보고 건강한 식습관 형성에 적용한다.,[별책10] 실과(기술가정)정보과 교육과정.pdf,18,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실02-01,실과,5-6,,02,new_or_unmatched,0.0,,,,,6실02-01,"[6실02-01] 시간이나 용돈과 같은 생활자원이 제한되어 있음을 이해하고, 생활자원의 사용가치를 높이는 방법을 탐색한다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실02-02,실과,5-6,,02,new_or_unmatched,0.0,,,,,6실02-02,"[6실02-02] 생활자원 관리의 필요성을 인식하고, 생활자원의 합리적인 보관과 활용방법을 익힌다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실02-08,실과,5-6,,02,new_or_unmatched,0.0,,,,,6실02-08,[6실02-08] 다양한 도구와 재료를 활용하여 간단한 생활용품을 만들어 보면서 직접 만들어 쓰는 즐거움과 창의적 태도를 가진다.,[별책10] 실과(기술가정)정보과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실02-09,실과,5-6,,02,new_or_unmatched,0.0,,,,,6실02-09,[6실02-09] 간단한 옷의 수선 등 의생활과 관련된 문제를 스스로 해결하려는 태도를 가진다.,[별책10] 실과(기술가정)정보과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실03-01,실과,5-6,,03,new_or_unmatched,0.0,,,,,6실03-01,"[6실03-01] 발명의 의미를 이해하고, 일상생활을 바꾼 발명품을 탐색하여 발명과 기술에 대한 중요성과 가치를 인식한다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,21,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실04-01,실과,5-6,,04,new_or_unmatched,0.0,,,,,6실04-01,"[6실04-01] 친환경 건설 구조물을 이해하고, 생활 속 건설 구조물을 탐색하여 간단한 구조물을 체험하면서 건설기술에 대한 가치를 인식한다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,22,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실04-02,실과,5-6,,04,new_or_unmatched,0.0,,,,,6실04-02,"[6실04-02] 생활 속 디지털 기술의 중요성을 이해하고, 디지털 기기와 디지털 콘텐츠 저작 도구를 사용하여 발표 자료를 만들어 보면서 디지털 기기의 활용 능력을 기른다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,22,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 실천; 자동 추정 대응,0,MAP-NEW-6실04-03,실과,5-6,,04,new_or_unmatched,0.0,,,,,6실04-03,"[6실04-03] 제작한 발표 자료를 사이버 공간에 공유하고, 건전한 정보기기의 활용을 실천한다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,22,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실04-04,실과,5-6,,04,new_or_unmatched,0.0,,,,,6실04-04,"[6실04-04] 로봇의 개념과 구조를 이해하고, 생활 속 로봇 기능을 체험하여 로봇의 중요성을 인식한다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,22,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실04-07,실과,5-6,,04,new_or_unmatched,0.0,,,,,6실04-07,[6실04-07] 생활 속 동식물 자원을 활용 목적에 따라 분류하고 이와 관련된 다양한 생명기술을 탐색한다.,[별책10] 실과(기술가정)정보과 교육과정.pdf,22,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실04-08,실과,5-6,,04,new_or_unmatched,0.0,,,,,6실04-08,"[6실04-08] 생활 속 동식물을 기르고 가꾸는 방법을 알고, 동식물을 기르고 가꾸는 체험을 통해 생태 존중감을 가진다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,22,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6실05-03,실과,5-6,,05,new_or_unmatched,0.0,,,,,6실05-03,"[6실05-03] 실생활의 문제를 해결하는 프로그램을 협력하여 작성하고, 산출물을 타인과 공유한다.",[별책10] 실과(기술가정)정보과 교육과정.pdf,24,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 과정; 자동 추정 대응,0,MAP-NEW-6실05-05,실과,5-6,,05,new_or_unmatched,0.0,,,,,6실05-05,"[6실05-05] 인공지능이 만들어지는 과정을 체험하고, 인공지능이 사회에 미치는 영향을 탐색한다. (가) 성취기준 해설•",[별책10] 실과(기술가정)정보과 교육과정.pdf,24,True
low,10,교과가중치 3; 학년군가중치 2; 변화유형가중치 5; 자동 추정 대응,0,MAP-4영03-01-4영01-02,영어,3-4,03,01,semantic_match,0.5406,4영03-01,[4영03-01] 알파벳 대 소 문 자 를 식 별 하여 읽을 수 있다,별책14 영어과 교육과정(제2015-74호)수정171205.pdf,23,4영01-02,[4영01-02] 알파벳 대소문자를 식별하여 읽는다.,[별책14] 영어과 교육과정.pdf,16,True
low,10,교과가중치 3; 학년군가중치 2; 변화유형가중치 5; 자동 추정 대응,0,MAP-4영03-05-4영01-05,영어,3-4,03,01,semantic_match,0.2454,4영03-05,[4영03-05] 쉽고 간단한 SYS 읽고 의 미 를 이해할 수 있다,별책14 영어과 교육과정(제2015-74호)수정171205.pdf,23,4영01-05,"[4영01-05] 쉽고 간단한 단어, 어구, 문장의 의미를 이해한다.",[별책14] 영어과 교육과정.pdf,16,True
low,10,교과가중치 3; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 쓰기; 자동 추정 대응,0,MAP-4영04-03-REMOVED,영어,3-4,04,,removed_or_unmatched,0.0,4영04-03,"[4영04-03] 실 물 이나 그 림 을 보고 쉽고 간단한 GAOL} 어 구 를 쓸 수 있다. (가) 학습 요소 & 알파벳 대 소 문 자 (나) 성 취 기준 해설 © (4904-01) 알파벳 대 소 문 자를 구 벌 하여 쓸 식 est 읽을 수 Sk 언 계 되는 성 취 기 준 으로 ve 철 자 의 모 양 과 특 싱 에 대한 구체적인 수 있다. 1 ~ 읽 기 의 011] 알파벳 thas 자를 영 실 물 이나 그 림 을 보고 쉽고 간단한 난 말 이나 어 구 를 쓸 수 있다. 는 구 두 로 익힌 것 Ke} (다) 방법 및 유의 사항 “강우 농 구르 한 하 지 한 다. 알파벳 모양 안에 색 철 하기, 일 파 빗 MP 쓰기, Sha 20",별책14 영어과 교육과정(제2015-74호)수정171205.pdf,26,,,,,True
low,10,교과가중치 3; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 소리; 자동 추정 대응,0,MAP-NEW-4영01-01,영어,3-4,,01,new_or_unmatched,0.0,,,,,4영01-01,[4영01-01] 알파벳과 쉽고 간단한 단어의 소리를 듣고 식별한다.,[별책14] 영어과 교육과정.pdf,16,True
low,10,교과가중치 3; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-4영01-08,영어,3-4,,01,new_or_unmatched,0.0,,,,,4영01-08,[4영01-08] 다양한 매체로 표현된 담화나 문장을 흥미를 가지고 듣거나 읽는다.,[별책14] 영어과 교육과정.pdf,16,True
low,10,교과가중치 3; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-4영02-09,영어,3-4,,02,new_or_unmatched,0.0,,,,,4영02-09,[4영02-09] 적절한 매체나 전략을 활용하여 창의적으로 의미를 표현한다.,[별책14] 영어과 교육과정.pdf,18,True
low,10,교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6영03-04-REMOVED,영어,5-6,03,,removed_or_unmatched,0.0,6영03-04,[6영03-04] 쉽고 짧은 SS 읽고 줄 거 리 나 목적 등 중심 USS 파악할 수 있다. 26,별책14 영어과 교육과정(제2015-74호)수정171205.pdf,32,,,,,True
low,10,교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6영04-02-REMOVED,영어,5-6,04,,removed_or_unmatched,0.0,6영04-02,[6영04-02] 알파벳 대 소 문 자 와 문 장 부 호 를 문 장 에서 바르게 사용할 수 있다.,별책14 영어과 교육과정(제2015-74호)수정171205.pdf,35,,,,,True
low,10,교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6영04-03-REMOVED,영어,5-6,04,,removed_or_unmatched,0.0,6영04-03,[6영04-03] 구 두 로 익힌 문 장 을 쓸 수 있다.,별책14 영어과 교육과정(제2015-74호)수정171205.pdf,35,,,,,True
low,10,교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6영04-05-REMOVED,영어,5-6,04,,removed_or_unmatched,0.0,6영04-05,"[6영04-05] 예 시 문 을 참 고 하여 간단한 초대, 감사, 축하 등 의 SS 쓸 (가) 학습 요소 * 구 누 로 @ 초대, 감사. 축하 글 (나) 성 취 기준 해설 © 소 리 와 철 자 의 관 계 를 바 탕 으로 쉽고 간단한 말 이나 어 구 를 블 고 쓸 수 쓰시 수 준 보다 한 단계 높은 OLE 늘고 AL Salm] 학 습 지 들이 난 발 이 나 어 쿠 의 a 자를 JAA OSE 외우지 않고 소 리 와 절 자의 관 계 를 바 탕 으로 유 주 해서 쓸 수 있는 SPARE 의미 한다. © 영 04402 알파벳 대 소 문 자 와 문 상 부 호 를 문 장 에 서 바르게 사용할 수 ahs 의 A oO. Ah 글 에서는 의 이 나 Re] 등 을 “RLS 사 용 하여 나 타 내 로 분 상 을 시호 를 적 절 하게 쓰는 것이 중 요 하다는 것을 이 해 하고 바르게 사용할 수 있는 수 준 을 의 미 한다. 영 예 시 문 을 잠 고 하 여 간단한 초대, 감사, 축하 능 의 글 을 쓸 수 있다. 는 학 습 자 든 이 예 시 문 을 보 민 서 as 옥 은 응 용 하여 신세 OH 감사. 죽 하의 글 을 써 몰 수 있는 단 게이머 SHALES] QPP 밀 점 한 인 관 이 있는 초대, 캄사. 축 하 의 내 용 을 영 어 로 써 보게 함으로써 영 29",별책14 영어과 교육과정(제2015-74호)수정171205.pdf,35,,,,,True
low,10,교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6영01-09,영어,5-6,,01,new_or_unmatched,0.0,,,,,6영01-09,"[6영01-09] 시, 노래, 이야기를 공감하며 듣거나 읽는다.",[별책14] 영어과 교육과정.pdf,21,True
low,10,교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6영02-08,영어,5-6,,02,new_or_unmatched,0.0,,,,,6영02-08,[6영02-08] 예시문을 참고하여 목적에 맞는 간단한 글을 쓴다.,[별책14] 영어과 교육과정.pdf,23,True
low,10,교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6영02-10,영어,5-6,,02,new_or_unmatched,0.0,,,,,6영02-10,[6영02-10] 의사소통 활동에 흥미와 자신감을 가지고 참여하여 협력적으로 수행한다. (가) 성취기준 해설 •,[별책14] 영어과 교육과정.pdf,23,True
low,10,"교과가중치 2; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 소리, 생활; 자동 추정 대응",0,MAP-NEW-4음03-04,음악,3-4,,03,new_or_unmatched,0.0,,,,,4음03-04,[4음03-04] 생활 주변의 소리나 장면을 모방하며 음악의 새로움을 즐기는 태도를 갖는다. (가) 성취기준 해설 •,[별책12] 음악과 교육과정.pdf,18,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 과정; 자동 추정 대응,0,MAP-NEW-6음01-02,음악,5-6,,01,new_or_unmatched,0.0,,,,,6음01-02,[6음01-02] 음악 요소를 살려 노래나 악기로 발표하고 과정을 돌아본다.,[별책12] 음악과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6음01-04,음악,5-6,,01,new_or_unmatched,0.0,,,,,6음01-04,[6음01-04] 간단한 형태의 연주를 준비하여 생활 속 음악 활동에 참여한다. (가) 성취기준 해설 •,[별책12] 음악과 교육과정.pdf,19,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6음02-04,음악,5-6,,02,new_or_unmatched,0.0,,,,,6음02-04,[6음02-04] 생활 속에서 음악을 찾아 들으며 아름다움을 느끼고 공감한다.,[별책12] 음악과 교육과정.pdf,20,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-NEW-6음03-04,음악,5-6,,03,new_or_unmatched,0.0,,,,,6음03-04,[6음03-04] 생활 주변 상황이나 이야기를 활용하여 음악을 만들며 열린 태도를 갖는다. (가) 성취기준 해설 •,[별책12] 음악과 교육과정.pdf,22,True
low,10,교과가중치 2; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 실천; 관련 기출 1개; 자동 추정 대응,1,MAP-4체05-06-REMOVED,체육,3-4,05,,removed_or_unmatched,0.0,4체05-06,"[4체05-06] 신체활동 시 행동에 주의를 기울이며 안전하게 활동한다. (가) 교수･학습 방법 및 유의 사항 • 다양하고 구체적인 사례들을 중심으로 신체활동과 관련한 위험 요소를 파악하여 안전사고에 대 처하는 방법을 체험한다. • 다양한 신체활동에서 장비의 올바른 사용법을 지속적으로 실천할 수 있는 기회를 제공하기 위하 여 체육과의 여러 영역과 관련 지어 지도한다. • 운동 장비 안전의 학습 내용에는 장비의 올바른 사용법뿐만 아니라 장비의 안전함을 판단하는 내용을 포함한다. • 수상(게임) 안전에는 안전한 수상(게임) 활동 시설의 선정, 준비 운동, 놀이 시 유의 사항 둥 구 체적인 안전 확보 요령과 더불어, 변화하는 상황에 능동적으로 대처할 수 있도록 상황별 위기 대처 요령을 함께 지도한다. • 안전사고의 사례로 지나친 공포를 불러일으킬 수 있거나 선정적인 내용들을 제시하지 않도록 주 의한다.",별책11_체육과 교육과정(제2015-74호).pdf,24,,,,,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-6체04-01-REMOVED,체육,5-6,04,,removed_or_unmatched,0.0,6체04-01,[6체04-01] 세계 여러 나라의 전통적인 민속 표현의 종류와 특징을 탐색한다.,별책11_체육과 교육과정(제2015-74호).pdf,31,,,,,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-6체04-02-REMOVED,체육,5-6,04,,removed_or_unmatched,0.0,6체04-02,[6체04-02] 세계 여러 나라 민속 표현의 고유한 특징을 효과적으로 표현하는 데 적합한 기본 동작을 적 용한다.,별책11_체육과 교육과정(제2015-74호).pdf,31,,,,,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-6체04-04-REMOVED,체육,5-6,04,,removed_or_unmatched,0.0,6체04-04,[6체04-04] 세계 여러 민족의 문화적 특성을 이해하고 존중하는 개방적인 마음으로 참여한다. [주제 표현],별책11_체육과 교육과정(제2015-74호).pdf,31,,,,,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-6체04-06-REMOVED,체육,5-6,04,,removed_or_unmatched,0.0,6체04-06,[6체04-06] 정해진 주제나 소재의 특징적인 면을 살려 신체활동으로 표현하는 데 적합한 기본 동작을 다양한 상황에 적용한다.,별책11_체육과 교육과정(제2015-74호).pdf,31,,,,,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 실천; 자동 추정 대응,0,MAP-NEW-6체02-10,체육,5-6,,02,new_or_unmatched,0.0,,,,,6체02-10,[6체02-10] 스포츠 활동에 참여하며 목표를 달성하기 위한 의지를 실천하고 상대의 기술을 인정한다.,[별책11] 체육과 교육과정.pdf,25,True
low,10,교과가중치 2; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 실천; 자동 추정 대응,0,MAP-NEW-6체02-12,체육,5-6,,02,new_or_unmatched,0.0,,,,,6체02-12,[6체02-12] 스포츠 활동에 참여하며 환경을 아끼고 감사하는 태도를 실천한다.,[별책11] 체육과 교육과정.pdf,25,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2바05-01-REMOVED,통합교과,1-2,05,,removed_or_unmatched,0.0,2바05-01,[2바05-01] 공공장소의 올바른 이용과 시설물을 바르게 사용하는 습관을 기른다 . 5.2 우리 동네,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",14,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2바08-02-REMOVED,통합교과,1-2,08,,removed_or_unmatched,0.0,2바08-02,[2바08-02] 생명을 존중하며 동식물을 보호한다 .,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",17,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2슬05-02-REMOVED,통합교과,1-2,05,,removed_or_unmatched,0.0,2슬05-02,[2슬05-02] 이웃과 함께 쓰는 장소와 시설물의 종류와 쓰임을 탐색한다 . 5.2 동네,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",28,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2슬05-03-REMOVED,통합교과,1-2,05,,removed_or_unmatched,0.0,2슬05-03,"[2슬05-03] 동네의 모습을 관찰하고 , 그림으로 그려 설명한다 .","별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",28,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2슬06-02-REMOVED,통합교과,1-2,06,,removed_or_unmatched,0.0,2슬06-02,[2슬06-02] 여러 가지 자료를 활용하여 가을의 특징을 파악한다 . 6.2 가을 모습,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",29,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2슬06-03-REMOVED,통합교과,1-2,06,,removed_or_unmatched,0.0,2슬06-03,[2슬06-03] 추석에 대해 알아보고 다른 세시 풍속과 비교한다 .,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",29,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2슬07-01-REMOVED,통합교과,1-2,07,,removed_or_unmatched,0.0,2슬07-01,[2슬07-01] 우리나라의 상징과 문화를 조사하여 소개하는 자료를 만든다 .,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",30,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2슬07-02-REMOVED,통합교과,1-2,07,,removed_or_unmatched,0.0,2슬07-02,[2슬07-02] 남북한의 공통점과 차이점을 비교한다 . 7.2 다른 나라,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",30,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2슬07-03-REMOVED,통합교과,1-2,07,,removed_or_unmatched,0.0,2슬07-03,[2슬07-03] 내가 알고 싶은 나라를 조사하여 발표한다 .,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",30,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2즐05-02-REMOVED,통합교과,1-2,05,,removed_or_unmatched,0.0,2즐05-02,[2즐05-02] 주변의 장소와 시설물을 이용하여 놀이한다 . 5.2 우리 동네,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",42,,,,,True
low,10,교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 자동 추정 대응,0,MAP-2즐06-02-REMOVED,통합교과,1-2,06,,removed_or_unmatched,0.0,2즐06-02,[2즐06-02] 가을과 관련한 놀이를 한다 . 6.2 가을 모습,"별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",43,,,,,True
